ID,Medicine Name,Generic Name
1641,BILIARY STENT 5F-7CM SINGLE PIGTAIL.,CHROMIUM 4MCG+COPPER 0.4MG+MANGNESE 0.1MG+ZIONC 1MG+SELENIUM 20MCG
1642,BILIARY STENT 5F-8CM (AMSTERDAM FLAP),CINNRIZINE 
1643,BILIARY STENT 6F-10CM (STRAIGHT FLAP),CINNRIZINE 25MG
1644,BILIARY STENT 6F-8CM (AMSTERDAM FLAP),CIPRIFLOXACIN 500MG
1645,BILIARY STENT 7F-10CM (AMSTERDAM FLAP),CIPROFLOXACIN
1646,BILIARY STENT 7F-10CM (AMSTERDAM FLAP).,CIPROFLOXACIN 0.3%+DEXAMETHASONE 0.01%
1647,BILIARY STENT 7F-10CM (DOUBLE PIGTAIL),CIPROFLOXACIN 03%+BENZALKONIUM 0.01%
1648,BILIARY STENT 7F-10CM (STRAIGHT),CIPROFLOXACIN 250MG
1649,BILIARY STENT 7F-10CM (STRAIGHT).,CIPROFLOXACIN 500MG
1650,BILIARY STENT 7F-12CM (AMSTERDAM FLAP),CIPROFLOXACIN 500MG+TINIDAZOLE 600MG
1651,BILIARY STENT 7F-12CM (DOUBLE PIGTAIL),CISPLATIN 10MG
1652,BILIARY STENT 7F-12CM (STRAIGHT),CITICOLINE 500MG
1653,BILIARY STENT 7F-5CM (DOUBLE PIGTAIL),CLARITHROMYCIN 250MG
1654,BILIARY STENT 7F-5CM DPT,CLARITHROMYCIN 500MG
1655,BILIARY STENT 7F-7CM (AMSTERDAM FLAP),CLARITHROMYCIN 500MG+ESOMEPRAZOLE 40MG+AMOXICILIN 750MG
1656,BILIARY STENT 7F-7CM (STRAIGHT FLAP),CLARITHROMYCIN 500MG+PANTOPRAZOLE 40MG+AMOXICILIN 750MG
1657,BILIARY STENT 7F-7CM (STRAIGHT FLAP).,CLINDAMYCIN 150MG
1658,BILIARY STENT 7F-7CM DPT,CLINDAMYCIN 300MG
1659,BILIARY STENT 7F-7CM DPT.,CLINDAMYCIN 600MG
1660,BILIARY STENT 8CM-10MM( STRAIGHT ),CLINDINIUM BROMIDE 2.5MG+CHLORDIAZEPOXIDE 5MG+DICYCLOMIDE HCL10MG
1661,BILIARY STENT 8CM-12MM( STRAIGHT ),CLINIDIPINE
1662,BIODEXONE 4MG ,CLOBAZAM 
1663,BIOPHENICOL 1GM (1VIAL),CLOBAZAM 10MG
1664,BIOPSY BONE MARROW NEEDLE 16G,CLOMIPRAMINE 10MG
1665,BIOPSY BONE MARROW NEEDLE 18G,CLONAZEPAM 
1666,BIORAD JEJUNAL FEEDING CATHETER 14,CLONAZEPAM 0.25MG
1667,BIOSUGANRIL 10MG,CLONAZEPAM 2MG
1668,BIOSUGANRIL 5MG ,CLONIDINE HYDROCLORIDE 100MG
1669,BIOVORIN 15MG ,CLOPIDOGREL
1670,BIOVORIN 50MG  (1VIAL),CLOPIDOGREL +ASPIRIN
1671,BOTROPASE (1ML),CLOPIDOGREL 75MG +ASPIRIN 150MG
1672,BRO ZEDEX EXPECTORANT 100ML,CLOPIDOGREL+ASPIRIN
1673,BRONCO CATH LEFT 35MM,CLOPIFOGREL 75MG
1674,BOUGIES 4MM *70 CM,CLOPIDOGREL 75MG +ASPIRIN 75MG
1675,BRUFEN 200MG,CLOPIOGREL 75MG
1676,BRUFEN 400MG ,CLOTRIMAZOL
1677,BUDECORT 0.5 RESPULES,CLOTRIMAZOLE 
1678,BUTA PROXYVON ,COLISTIMITHATE SODIUM 1MIU
1679,BRONCO CATH LEFT 37MM,CLOPIFOGREL+ATORVASTATIN+ASPIRIN
1680,BRONCO CATH LEFT 39 MM,CLOPIOGREL +ASPIRIN
1681,CADILOSE GREEN POWDER 15G,COLISTIMITHATE SODIUM 2MIU
1682,CAFIPAR ,CORAL CLACIUM CARBONATE +VITAMIN 53
1683,CALAPTIN 40 MG ,CYANOCOBALAMIN 15MCG+FERROUS FUMARATE 300MG+FOLIC ACID 1.5MG
1684,BUDESAL 0.5MG RESPULSE 2.5ML,CLOTRIMAZOLE 1%
1685,BUSCOPAN,CLOTRIMAZOLE 10%
1686,CALCIROL GRANULES 1GM 1,CYANOCOBALAMINE 15MG+FERROUS FUMARATE 300MG+FOLIC ACID 1.5MG
1687,CALCIUM GLUCONATE ,CYPROHEPTADINE 2MG+TRICHOLONE  275MG+SORBITOL 3.575GM
1688,CALDISON 500 ,CYPROHEPTIDINE 4MH
1689,CALDISON D3 ,DALTAPERINE 2500IU
1690,CALPOL 120MG SUSPENSION,DALTAPERINE 5000IU
1691,CALPOL ,DEXAMETHASONE 4MG
1692,CAMERA COVER   1 PCS,DEXLANOPRAZOLE 30MG
1693,CAMERA COVER   TRANS 1 PCS,DEXLANOPRAZOLE 60MG
1694,CANCEL PRODUCT,DEXLANSOPRAOLE 60MG
1695,CANFIX,DEXMEDETOMIDINE HCL 100MG/0.5ML
1696,CANFIX TEGADERM 1633  I.V,DEXMEDETOMIDINE HCL 50MG/0.5ML
1697,CARCA 12.5MG ,DEXTROMETHORPHAN 10+TRIPROLIDINE 1.25+PHENYLPHARINE 5
1698,CARCA 3.125MG ,DEXTROMETHORPHAN HCL 10MG/5ML+CHLORPHENIRAMINE 2MG
1699,CARDACE  2.5 MG.,DEXTROMETHORPHAN+CHLORPHENIRAMINE +PHENYLPHARINE
1700,CARDACE  5 MG ,DEXTROSE 4GM
1701,CARDACE AM 5/5 MG ,DEXTROSE 5GM+SODIUM CHLORIDE 0.45GM
1702,CAROL SACHET  1GM,DI-HYDRALAZINE SULPHATE 25MG
1703,CATASPA ,DIASTASE 50MG+PEPSIN 10MG+
1704,CATH USE JELLY 2%,DIATRIZOATE MEGLUMINE +DIATRIZOATE SODIUM 
1705,CATHFLUSH 2ML ,DICLOFENAC 1.16%+LINSEED OIL 3%+METHYL SALICYLATE 10%+MENTHOL 5%+BENZYL ALCHOL 1%
1706,CAVAFIX 257. 1PCS,DICLOFENAC 100MG
1707,CATHER MOUNT 1PC,DICLOFENAC 1&+DICLOFENAC DIETHYLAMINE 1%+ALOVERA 2%+METHYL SALICYLATE15%+MENTHOL 5%
1708,CAVAFIX 358. 1PCS,DICLOFENAC 12.5MG
1709,CAVAFIX 375. 1PCS,DICLOFENAC 50MG
1710,CAVILON 28 ML SPRAY,DICLOFENAC 50MG+PARACETAMOL 325MG
1711,CBD STONE EXTRACTION BALLOON,DICLOFENAC 50MG+PARACETAMOL 500MG
1712,CDH 33 CIRCULAR STAPLER CURVED,DICLOFENAC 75MG
1713,CEFAXONE 1GM ,DICLOFENAC 75MG/1ML
1714,CEFAXONE 500MG ,DICLOFENAC POTASIUM 50MG+DICYCLOMINE 20MG
1715,CEFORISE 1.5 MG ,DICLOFENAC SODIUM 50MG+PARACETAMOL 325MG+CHLORZOXAZONE 250MG
1716,CEFTAS 200MG ,DICLOFENAC SODIUM 50MG+PARACETAMOL 500MG
1717,CEFTUM 250MG ,DICLOFENAC SR 75MG
1718,CEFTUM 500MG ,DICYCLOMINE +ETHYLMORPHIN
1719,CELECEL-5 (3 ML) ,DICYCLOMINE HCL 10MG+DEXTROPROPOXYPHEN NEPSILATE 100MG+ACETAMINOPHEN 400MG
1720,CELEMIN 5-S (500 ML),DICYCLOMINE HCL 20MG+PARACETAMOL 500MG
1721,CELEMIN 10% PLUS (500 ML),DIGOXINE 0.25MG
1722,CENTRA DT ,DILTIAZEM 2%
1723,CENTRA-P ,DILTIAZEM 30MG
1724,CERTOFIX DUO  V 715 1PIC,DILTIAZEM 60MG
1725,CERTOFIX MONO V 315,DILTIZEM
1726,CERTOFIX TRIO V 715 1PIC,DIOSMIN 300MG
1727,CHEST DRAINAGE & TROCAR  CATH 24,DISODIUM HYDROGEN CITRATE1.53GM/5ML
1728,CHEST DRAINAGE & TROCAR CATH 28,DIVALPROX 250MG
1729,CHEST DRAINAGE & TROCAR CATH 32,DIVALPROX 500MG
1730,CHEST DRAINAGE CATH 20 1PIC,DOBUTAMIN  50MG/1ML
1731,CHEST DRAINAGE CATH 24 1PIC,DOMPERIDON 10MG
1732,CHEST DRAINAGE SIZE 32 1PIC,DOMPERIDONE 10MG
1733,CHEST DRAINAGE SIZE 36 1PIC,DOMPERIDONE 1MG/1ML
1734,CHLOROCOL D EYE DROPS,DOMPERIDONE 20MG
1735,CHLOROCOL EYE DROPS,DOPAMINE 40MG
1736,CHOLTRAN  5GM,DOSULEPIN 
1737,CHYMORAL FORTE ,DOXEPIN HCL25MG
1738,CIBIS ,DOXICYCLINE 100MG
1739,CIBOZ 200 ,DOXOPHYLIN 400MG
1740,CIBOZ 400 ,DOXYCYCLINE HYCLATE 100MG
1741,CIDEX SOLUTION 5'LIT.,DROTAVARIN 80MG+ACECLOFENAC 100MG
1742,CILANEM 500MG ,DROTAVERINE +ACLECLOFANAC
1743,CIPLAR 40MG ,DROTAVERINE 80MG
1744,CIPLAR LA 20 ,DROTAVERINE 80MG+DICLOFENAC 500MG
1745,CHROMIC 1 4227 100 CM,DOSULEPIN 25MG
1746,CIPLAR LA 40MG ,DULOXETINE 20MG
1747,CIPLOX 500 MG ,ENOXAPARIN 40MG/0.4ML
1748,CIPLOX D EYE DROPS,ENOXAPARIN 60MG/0.6ML
1749,CIPLOX EYE DROPS,ERTAPENAM 1GM
1750,CIPLOX TZ ,ESCITALOPRAM  OXALATE CLONAZEPAM
1751,CIPLOX EYE OINT,ERYTHROMYCIN 250MG
1752,CIPLOX IV  100ML,ERYTHROMYCIN 500MG
1753,CIPROX  100 ML,ESCITOPAM 
1754,CLARIBID 250MG,ESOMEPRAZOLE 40MG+ITOPRIDE 150MG
1755,LOMOTIL 20MG,SIMEHICONE 62.5
1756,CLARINOVA 250 MG,ESOMEPRAZOLE 40MG+LEVOSULPRIDE 75MG
1757,CITRO-SODA SACHET 4G,ESOMEPRAZOLE 20MG.
1758,CLARBACT 250MG TAB,ESOMEPRAZOLE 40MG
1759,CLARINOVA 500 MG ,ESOMEPRAZOLE 40MG+SODIUM BICARBINATE
1760,CLAVIX  75 MG ,ETHAMBUTOL 1GM
1761,CLEARITOL POWDER 90GM,ETHAMBUTOL 200MG
1762,CLEXANE 40MG (0.4ML),ETHAMBUTOL 400MG
1763,CLOGEN LOZENGES ,ETHAMBUTOL 800MG+ISONIAZIDE 300MG
1764,CLONOTRIL  0.25 MG ,ETHAMBUTOL 800MG+ISONIAZIDE 30MG+PYRAZINAMIDE 750MG+RIFAMPICIN 450MG
1765,CLONOTRIL  0.5 MG ,ETHAMBUTOL HCL 800MG+ISONIAZID 300MG+PYRAZINAMIDE 750MG+RIFAMPICIN 450MG
1766,CLONOTRIL  2 MG ,ETHAMSYLATE
1767,CODEIN I V SET,ETHAMSYLATE 250MG
1768,CLIP,ETHAMBUTOL 800MG
1769,COLG DENTAL CREAM 50GM,ETHAMSYLATE 500MG
1770,COLOPLAST BAG 1 ECO,ETHOPHYLIN 231MG+THEOPHYLINE 69MG
1771,COLOPLAST BAG 1 PIC,ETHOPHYLIN 77MG+THEOPHYLINE 23MG
1772,COLOPLAST BAG 40,ETHOPHYLINE+THEOPHYLINE
1773,COLOPLAST BAG 60,ETIZOLAM 0.5MG
1774,COLOPLAST BAG 70,ETORICOXIB 120MG
1775,COLOPLAST BAG PREMIUM  1PIC,ETORICOXIB 60MG
1776,COLOPLAST PASTE,ETORICOXIB 90MG
1777,COLOPLAST WAFER 40,FAMOTIDINE 40MG
1778,COLOPLAST WAFER 50,FAROPENAM 200MG
1779,COLOPLAST WAFER 60,FAROPENAM 300MG
1780,COLOPLAST WAFER 70,FAROPENAM200MG
1781,COLOSTOMY BELT,FERIC AMMONIUM CITRATE 160MG+CYNOCOBALAMIN 7.5MG+FOLIC ACID 0.5MG+ALCOHOL 0.87MG
1782,COLOSTOMY KIT,FERROUS ASCORBATE 100MG+FOLIC ACID1.5MG
1783,COLSPRIN ,FERROUS ASCORBATE 100MG+L-METHYL FOLATE 1MG+ZINC SULPHATE 61.8
1784,COLVAC 10MG ,FERROUS FUMARATE 100MG/5ML+FOLIC ACID 0.5MG/5ML+CYANOCOBALAMIN 5MG
1785,COMBIFLAM  60 ML,FERROUS FUMARATE 152MG+FOLIC ACID 1500MCG
1786,COMBIFLAM ,FERROUS FUMARATE 152MG+FOLIC ACID 75MCG+ZINC SULPHATE 61.8MG
1787,COMBUTOL  400 MG ,FERROUS GLUNATE 259MG+FOLIC ACID0.5MG+CALCIUM LACTATE 150MG+VITAMIN B12 2.5MCG
1788,COMBUTOL  600 MG ,FIXOFENADINE 120MG
1789,COLOPREP LIQ,FEBOXOSTAT 40MG
1790,COMBUTOL  800 MG,FIXOFENADINE 180MG
1791,COLOSPA RETARD,FERACRYLUM 1%
1792,COMBUTOL 1000 MG,FLAVOXATE 200MG
1793,CONCOR 5MG,FLIPIZIDE 5MG
1794,CONCOR AM 2.5MG,FLUACONAZOLE 200MG/100ML
1795,CONCOR COR 2.5MG ,FLUCONA ZOLE 200MG/100ML
1796,CONNECTA 10CM,FLUCONAZOLE 100MG
1797,CONTRAMAL SR 100MG.,FLUCONAZOLE 150MG
1798,CORAL CALCIUM 225MG ,FLUCONAZOLE 400MG
1799,CORBIS 5MG ,FLUCONAZOLE 400MG/200ML
1800,CORDARONE 100MG ,FLUOCINOLONE ACETIONIDE
1801,CORDARONE X (200MG),FLUOROURACIL 50MG/1ML
1802,COREX COUGH 100ML,FLUOXETINE 20MG
1803,CORRUGATED DRIAN SHEET 1PIC,FLURBIPROFEN SODIUM 0.3MG+HYDROXYPROPYL METHYCELLULOSE 2.5MG+NITRATE 0.02MG
1804,COSKLOT  2ML ,FLUROMETHOLONE 1MG/1ML+TOBRAMYCIN 3MG
1805,COTTON T BANDAGE,FLUTACASONE 0.005%
1806,COTTON WOOL I.P. 100G,FOLCI AICD 5MG+PYRIDOXINE 20MG+METHYCOBALMIN 1500MCG
1807,COTTON WOOL I.P. 200G,FOLGRASTIM 300
1808,COVERSYL 4 MG,FRAMYCTIN 
1809,CPRESSIN-P INJ.20UNITS/1ML,FRAMYCTIN 1%+DEXAMETHASONE 0.1%
1810,COTTON WOOL I.P. 500G,FOLIC ACID +CYANOCOBALMINE +NICOTIAMIDE+
1811,COTTON ZIG ZAG 500G,FOLIC ACID 15MG+CYNOCOBLMINE MCG+NICOTINAMIDE 200M+BENZYL ALCHOL 2.5%+PHENOL 0.5%
1812,COUTRY CLEANING PAD,FOLIC ACID 5MG
1813,COUTRY LONG NIB,FOLIC ACID 5MG+METHYCOBALMIN 750MCG
1814,COUTRY PENCIL ( ITALI),FOSPHENYTOIN SODIUM150MG/2ML
1815,CREMADIET DUO POWDER,FRESUMIDE 20MG+SPIRONOLACTONE 50MG
1816,CREMADIET POWDER  300G,FREUSEMIDE 20MG+SPIRONOLATONE 50MG
1817,CREMADIET POWDER 140G,FRUSEIDE 40MG
1818,CREMAFFIN LIQUID MINT 170ML,FRUSEMIDE 10MG/1ML
1819,CREMAFFIN PLUS LIQUID 150ML,FRUSEMIDE 20MG+SPIROMOLACTO 50MG
1820,CREON 40000 ,GABAPENTIN 100MG
1821,CRESTOR  5 MG ,GABAPENTIN 300MG
1822,CRESTOR 10 MG ,GENCYCLOVIR 500MG
1823,CRITIPRO POWDER VANILLA 200G,GLIMEPRID 1MG+METFORMIN 500MG
1824,METHYCOBAL,TRAMADOL 37.5MG+PRACETAMOL 325MG
1825,CV 7 SUTURE,GLIMEPRIDE
1826,CVP DOM MONITORING KIT EDWARDS,GLIMEPRIDE +METFORMIN 
1827,CVP MANOMETER ROMSON 1PIC,GLIMEPRIDE 1MG
1828,CYCLOGYL EYE DROPS,GLIMEPRIDE 1MG+METFORMIN 500MG
1829,CYPHER 200ML,GLUTATHIONE
1830,CYTOLOGY BRUSH ENDOSCOPY,GLYCOPYROLATE 0.5MG+NEOSTIGMINE METHYLPHATE 2.5MG+
1831,D J  STANT 6F X24 CMS,GLYCOPYROLTE 0.5MG/5ML+NEOSTIGMINE METHYLSULPHATE 2.5MG
1832,D3 MUST 60K,GRANISETRON 1MG
1833,DALACIN C 150MG,GRANISETRON 1MG/1ML
1834,MOTINORM DT ,VIDAGLIPTIN
1835,PCN IP NEEDLE ( PINK ) 20 CM,
1836,DALACIN C 300MG ,GRANISETRONE 1MG
1837,DAN MR ,HALOPERIDOL 0.25MG
1838,DAN P ,HALOPERIDOL 0.5MG
1839,DAN SR 100MG,HALOPERIDOL 5MG/1ML
1840,DCMOL ,HEPARIN 10IU
1841,DECA DURABOLIN  50 MG( 1ML ),HEPARIN SODIUM 25000IU
1842,DEPIN 10MG ,HUMAN ALBUMIN 20%
1843,DENTO GEL,HEPARIN SODIUM 50IU/1GM+BENZYL NICOTINATE 2MG/1GM+SORBIC ACID 1.97MG/1GM
1844,DEPLATT 75MG ,HYDROCHLOROTHIAZIDE 12.5MG
1845,DEPIN 5MG CAP.,HUMAN ALBUMIN 20%/100ML
1846,DEPLATT A 150MG ,HYDROCOLRTISONE  ACETATE 0.25%+LIGNOCAINE 3%+PHENYLPHRINE 1%+CALAMINE 5%+CHLOROCRESOL 0.1%
1847,DEPLATT A 75MG ,HYDROCORTISONE
1848,DERIPHYLLIN ,HYDROCORTISONE 100MG
1849,DERIPHYLLIN RETARD 150 MG ,HYDROXYPROPYL METHYLCELLULOSE
1850,DERIPHYLLIN RETARD 300 MG ,HYDROXYZINE HCL 10MG
1851,DERMABOND MINI,HYDROXYZINE HCL 25MG
1852,DETTOL SOAP (70G),HYOSCAINE BUTYLBROMIDE 20MG
1853,DEVON URETERAL CATHETER (CLOSE END)4F-70CM,HYOSCYAMINE SULPHATE 0.125MG
1854,DERMABOND( BIG ),HYOSCAINE BUTYLBROMIDE 10MG+PARACETAMOL 325MG
1855,DEVON URETERAL CATHETER (CLOSE END)6F-70CM,HYPROMELLOSE 0.3%+BENZALKONIUM CHLORIDE 0.01%
1856,DEVON URETERAL CATHETER (OPEN END)4F-70CM,HYPROMELLUSE
1857,DEVON URETERAL CATHETER (OPEN END)5F-70CM,IBUPROFEN 100MG+PARACETAMOL 162.5
1858,DEVON URETERAL CATHETER (OPEN END)6F-70CM,IBUPROFEN 200MG
1859,DEXONA ,IBUPROFEN 400MG+PARACETAMOL 325MG
1860,DEXORANGE 200ML,IBUPRUFEN 100MG+PARACETAMOL 162.5MG
1861,DEXTOMID 100MCG ,IMATINIB
1862,DOLO 650MG,L-GLUTAMINE +ZINC+SELENIUM
1863,DIAMOX ,IMIPRAMINE 25MG
1864,DIAPER ADULT,INDOMETHACIN 75MG
1865,DICLOGESIC RR ,INSULINE
1866,DIGECAINE LIQ,IPRATROPIUM 500MCG
1867,DIGENE GEL (MINT) 170ML,ISABGOL HUSK 64.81%+SARJIKA KSHAR 8.33%+NIMBU SATVA 8.88%
1868,DIGENE  (MINT),ISAPGHULA HUSK 4.8GM/5GM
1869,DIGEPLEX  200ML,ISAPGOL
1870,DIGEPLEX T ,ISAPGOL HUSK 3.5GM/5.6GM
1871,DILZEM 60MG.,ISONIAZIDE  300MG
1872,DIO 1 ,ISONIAZIDE 300MG
1873,DIOVOL MINT ,ISOSORBIDE 10MG
1874,DISPRIN ,ITOPRIDE 50MG
1875,DISPOSABAL GOWN,ISOSROBIDE MONONITRATE
1876,DISPO MASK,ISOSORBRIDE MONONITRATE
1877,REGMOTIL M,
1878,DISPO CAP  1PIC,ISOSORBRIDE 5MG+MONONITRATE 30MG
1879,DNS 0.45% 500ML(GLASS),ITOPRIDE HCL 150MG
1880,DNS 250 ML GLASS,IVABRADINE 5MG
1881,DIOMINIC DCA TAB,ISOPRENALINE 2MG
1882,DNS 500ML (G),IVERMECTIN 6MG+ALBENDAZOLE 400MG
1883,DISCOFIX 3 WAY,ISOSORBIDE 20MG+HYDRALAZINE 37.5MG
1884,DISPENSING  VOLUM SET-ROMSO 1,ISOSORBIDE 5MG
1885,DOLONEX 40MG ,L-ORNITHINE L-ASPARTATE 150MG+PANCREATIN 100MG
1886,DOM DT 10 MG ,L-ORNITHINE L-ASPARTATE 5GM
1887,DNS 500 ML,IVABRIDINE 2.5MG
1888,DOM DT 20MG,LABETALOL
1889,DOMIN 5 ML,LABETALOL 100MG
1890,DOMPAN OD,LACITC ACID
1891,DOMSTAL 10 MG ,LACITITOL MONOHYDRATE 66.67%
1892,DOMSTAL MT  5 MG ,LACOSAMIDE 100MG
1893,DOMSTAL SYP 30ML,LACOSAMIDE 200MG
1894,DOSI FLOW 1 SET 1PIC,LACTIC ACID BACILLUS
1895,DOTAMIN ,LACTIC ACID BACTERIA+BIFIDOBACTRIA
1896,DOXEDEP 25 ,LACTOBACILLUS ACIDOPHILUS +BIFIDOBACTERIUM 
1897,RIXMIN,
1898,WYSOLONE 30MG,
1899,DOXOLIN ,LACTULOS
1900,DOXY 1 L-DR FORTE,LACTULOSE
1901,DROTIKIND ,LACTULOSE 200MG/1ML
1902,DROTIN A,LACTULOSE 3.335GM/5ML
1903,DROTIN DS ,LEUCOVORIN CALCIUM 15MF
1904,DROXYL 500 MG,LEUCOVORIN CALCIUM 15MG
1905,DST 28 EEA 4.8 MM STAPLER,LEUCOVORIN CALCIUM 50MG
1906,DST 31 STAPLER (CIRCULAR),LEVETIRACETAM 500MG
1907,DULCOLAX SUPPO.(CHILDREN),LEVETRACETAM 
1908,DUONEM ER 300MG,LEVETRACETAM 500MG
1909,DURON 150MG (3ML),LEVODPA 250MG+CARBODOPA 25MG
1910,DUOFLAM  N  TAB,LEVETRACETAM 1000MG
1911,DVT STOCKING (MEDIUM),LEVOFLOXACIN 250MG
1912,DVT STOCKING (SMALL),LEVOFLOXACIN 500MG
1913,DYNACREPE 10CM 1PIC,LEVOFLOXACIN 750MG
1914,DYNACREPE 15CM 1PIC,LEVOFLOXACIN 750MG/100ML
1915,DYNACREPE 6CM. 1PIC,LEVOSALBUTAMOL 0.63MG
1916,DYNAPAR SR 75MG,LEVOSULPIRIDE 12.5MG/1ML
1917,DYNAPAR SR ,LEVOSULPIRIDE 25MG
1918,DYNAPAR,LEVOSULPIRIDE 75MG
1919,DYNAPLAST 10 X 1 METER 1PIC,LIDOCAINE 3%+HYDROCORTISONE 0.25%+ZINC OXIDE 5%+ALLANTOIN 0.5%
1920,DYNAPLAST 10 X 4 METER 1PIC,LIDOCAINE HYDROCHLORIDE 20MG
1921,DYNAPLAST 8 X 1 METER 1PIC,LIGNOCAINE 
1922,DYTOR 10MG ,LIGNOCAINE 2%
1923,DYTOR 20 MG,LIGNOCAINE 21.3MG/1ML
1924,DYTOR 40 MG ,LIGNOCAINE 41.7MG/1ML
1925,DYTOR 5 MG ,LIGNOCAINE HCL21.3MG/ML+ADRENALINE 0.005MG/1ML
1926,DYTOR ,LIGNOCAINE HCL53.3MG+DEXTROSE 75MG
1927,DYTOR PLUS 10 MG ,LIGOCAINE 2%
1928,ECG ELECTRODES 1PIC,LINEZOLIDE 600MG/300ML
1929,ECLIN 1 GM ,LIPASE 20.000UNITS+AMYLASE 62.250UNITS+PROTEASE 93.750UNITS
1930,ECONORM,LISINOPRIL 10MG
1931,ECOSPRIN  75 MG,LOPARAMIDE 2MG
1932,ECOSPRIN 150 MG,LOPRAZEPAM 
1933,ECONORM SACHETS 1SACH,LISINOPRIL 5MG
1934,FABOLITE ORANGE POWDER SF 100G,METRONIDAZOLE 200MG
1935,FALCIGO 60MG,METRONIDAZOLE 400MG
1936,WARF 5MG,
1937,FDSON 12,MONTEKULAST +FEXOFINIDINE
1938,FEBIMOL 100ML,MONTEKULAST 10MG+LEVOCETRIZINE 5MG
1939,FEBREX PLUS TAB,MONTELUKAST SODIUM 10MG+LEVOCETRIZNE 5MG
1940,FEBRINIL 15 ML,MOSAPRIDE 5MG
1941,FEBRINIL 3ML,MOSAPRIDE 5MG +DIMETHACONE 125MG
1942,FEBUTAZ 40 MG,MOSAPRIDE 5MG+DIMETHACONE 125MG
1943,FEEDING BAG 1 PCS,MOXIFLOXACIN 
1944,FEEDING BAG PUMP 7751711,MOXIFLOXACIN 400MG
1945,FERIUM XT,MOXIFLOXACIN 400MG/100ML
1946,FESTAL N,MOXIFLOXACIN 5MG
1947,FLAGYL 200 MG,MULTIVITAMIN  INFUSION
1948,FLAGYL 400MG ,MULTIVITAMIN+MINERALS
1949,FLAT DRAIN SET RMS,MULTIVITAMIN+MINERALS+TRACE ELEMENTS
1950,FLATUS TUBE RED RUBBER 1 PIEC,MULTIVITAMIN+MULTIMINERAL+ANTIOXIDANTS
1951,FLAVEDON MR,MULTIVITAMIN+MULTIMINERAL+ANTIOXIDANTS+METHYCOBALMIN
1952,GLYCIPHAGE(250MG),
1953,WATER FOR INJ  10 ML,
1954,GRANIFORCE MD (1MG),
1955,PERINORM CD ,
1956,TRAMAZAC 100 MG,
1957,SOFT HB,
1958,TAZAR-H,
1959,TRENTAL 400 MG ,
1960,HIPRSS,
1961,losrabeta H,
1962,TANZ,
1963,TANZ,
1964,DEXONA(0.5MG) ,
1965,MOISOL EYE DROP,
1966,TROCAR X-CEL 12MM  100MM,
1967,TURBOVAS 10MG,
1968,TYZA 100,
1969,ZYLORIC(100MG),
1970,NRGIZ,
1971,TYZA 250,
1972,NITROFURANCE (100MG),
1973,UDA 300,
1974,UDP AT (5/50),
1975,ZIGLIM-M1,
1976,levipril 750mg,
1977,LEVIPRIL 750mg,
1978,CAPLIVE 500mg,
1979,ENTOFOAM 10% 20G,MESALAZINE 500MG
1980,XECUTE (200MG),
1981,NASOPHARYNGEAL AIRWAY 8 (PORTEX),DEFLAZACORT 6MG
1982,CANDIFORCE 100MG,
1983,MELTOCAL 500MG ,
1984,NEBICARD  2.5 MG ,AMLODIPIN+TELMISARTAN
1985,PANTOCID 20MG  - TABLET - ,
1986,AMLOPIN ,
1987,ATORVA 20 MG,
1988,VOLIX 0.3,
1989,TELMIKA ,
1990,INJ.AMPHOLYN 75mg I.V.,
1991,THYRONORM 12.5MCG,
1992,NEBULIZATION DUOLIN/BUDECORT,
1993,ROZUCOR 20,
1994,AMIKACIN 750MG,
1995,PREGADOC PLUS,
1996,NEEDLE 20,
1997,SEPTUM 500,
1998,TENUVIA 20,
1999,NEEDLE 26,
2000,VISCO,
2001,COLONOTRIL 0.25,
2002,NEOMOL 100 MG,
2003,PANCREATIC STENT SP 7F -10CM,
2004,THYROFIT 250MCG,
2005,LYPOGLYN 1AD,
2006,LYPOGLYN ,
2007,CLOPITORVA 10 ,
2008,TIDE PLUS ,
2009,NEOVAC  4MG,
2010,THYRONORM 50 ,
2011,Aprigrim,
2012,ZITACT-B,
2013,APRIBOSE,
2014,NEXITO FORTE ,
2015,Nexoria 60mg,
2016,THYRONORM 75 - ,
2017,ZEPIZ 2,
2018,LOSAID ,
2019,ZORYL 2,
2020,ZYLORI M2,
2021,NAPROXEN,
2022,ROLTIEN 2MG,
2023,CALAMINE LOTIONAND RA ,
2024,ZITA,
2025,RIFAXINOIN 400MG,
2026,MYORIL 4MG,
2027,PANCREATIC STENT SP 8F-12CM,
2028,ISABGUL POWDER,
2029,AMLOKIND L 5/50mg,
2030,GLYCOMET GP 0.5,
2031,FORCAN(150MG),
2032,CANDID MOUTH PAINT,
2033,GLYNASE  5 ,
2034,ASTHALIN 2MG,
2035,ROZAVEL,
2036,CORVADIL,
2037,CLEVICEF 500mg,
2038,OMEZ,
2039,ACTRAPID,
2040,POLYCAP ,
2041,Norad 4ml,
2042,ATENOL  50 mg,
2043,ATORVA 5 MG  - TABLET,
2044,MATIB 400MG,
2045,GLIMISON M1,
2046,CRESAR  AM,
2047,DDR,
2048,CARIPIL,
2049,DDR 60,
2050,TOPAMAL,
2051,LORAZAM,
2052,CARDIPIN,
2053,PIZA-CIBA,
2054,CILHEART,
2055,NUCOXIA 120 MG - TABLET,
2056,ESOFAG-D,
2057,ATOR 10,
2058,ACOTRUST,
